@relation MultiLabelData


@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}
@attribute Class15 {0,1}
@attribute Class16 {0,1}
@attribute Class17 {0,1}
@attribute Class18 {0,1}
@attribute Class19 {0,1}
@attribute Class20 {0,1}
@attribute Class21 {0,1}
@attribute Class22 {0,1}

@data
0.032258,0.193548,0.004098,0.733333,0.008197,0.002049,0.652491,0.242315,0.096774,0.053333,0.122736,0.129032,0.000304,0.006579,0.053333,0.013333,0.04,0.620902,0.024096,0.217391,0.04,0.018868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006036,0.142857,0.036829,0.020121,0.047619,0.02381,0.302885,0.1,0.259259,0.011561,1,0.142857,0,0.057803,0.071429,0.002012,0.069738,0.521127,0.074074,0.001245,0.01006,0.078947,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.596491,0.036829,0.08,0.008547,0,0.243243,0.081081,0.04,0.04,1,0.090909,0,0.047131,0.04,0.010204,0.027027,0.5,0.002049,0,0.017544,0.059829,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.27551,0.036829,0.002049,0.002049,0,0.132653,0.004098,0.012295,0.015152,1,0.016393,0,0.047131,0.022541,0.010204,0.010204,0.102041,0.002049,0,0.004098,0.007206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.006036,0.100917,0.027397,0.020121,0.130814,0.075581,0.372449,0.02551,0.066327,0.018349,0.5,0.03736,0.002907,0.522936,0.06422,0.002012,0.333333,0.521127,0.014535,0.001245,0.020408,0.041096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.085928,0.027397,0.006227,0.375,0,0.292653,0.006842,0.063512,0.004981,0.166667,0.03736,0,0.048568,0.011208,0.006842,0.690992,0.483516,0.023945,0.001245,0.00114,0.041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.064626,0.013889,0.013605,0.111111,0.013605,0.377309,0.020408,0.034301,0.003958,0.166667,0.027211,0.005277,0.027778,0.010753,0.008503,0.690992,0.875,0.023945,0.011628,0.005102,0.02381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.000801,0.272727,1,0.006227,0.15,0.02381,0.302885,0.006227,0.098266,0.011561,0.832666,0.131579,0,0.057803,0.071429,0.05,0.069738,0.260274,0.052632,0.001245,0.001601,0.078947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454,0.591537,0.027397,0.013346,0.024907,0.004808,0.37931,0.042314,0.195853,0.018349,0.733607,0.096313,0,0.522936,0.086957,0.005236,0.103448,0.750326,0.027189,0.017253,0.027634,0.811518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005425,0.5,0.066667,0.5,0.009988,0.000911,0.652491,1,0.066667,0.066667,0.043478,0.090909,0.000304,0.2,0.090909,0.002938,0.133333,0.421857,0.012926,0.117541,0.054545,0.066667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215,0.052174,0.086957,0.029162,0.5,0.026087,0.652491,0.041009,0.043478,0.007594,0.049275,0.028986,0.005797,0.031884,0.008696,0.001823,0.144928,0.349635,0.066667,0.020049,0.008696,0.034783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.119658,0.036829,0.000801,0.008547,0,0.08547,0.002402,0.025641,0.000801,0.914286,0.007206,0,0.021277,0.010408,0.021277,0.000801,0.068376,0.021277,0,0.001601,0.059829,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002532,0.028889,0.007595,0,0.939698,0.171367,0.346154,0.002532,0.583333,0,0.075949,0.051282,0.008889,0.012658,0.025641,0.008889,0.202532,0.205128,0.076923,0.012821,0,0.012821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002281,0.223404,0.003421,0.021277,0.043689,0,0.383124,0.053191,0.09008,0.010638,0.170213,0.049031,0,0.042553,0.0125,0.001953,0.100342,0.875,0.007982,0.018244,0.074468,0.037628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002281,0.342857,0.036829,0.012821,0.023256,0,0.383124,0.111111,0.09008,0.055556,0.837209,0.052632,0,0.047131,0.055556,0.012821,0.100342,0.370582,0.055556,0.018244,0.025641,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.006036,0.189189,0.005579,0.083333,0.2,0.057143,0.377309,0.024145,0.100418,0.008048,0.342342,0.059972,0.005277,0.00976,0.027027,0.014286,0.128571,0.750326,0.019526,0.017253,0.01006,0.021295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002765,0.333333,0.007707,0.074074,0.333333,0.094086,1,0.166667,0.666667,0.048387,0.5,0.483622,0.005376,0.2,0.333333,0.005556,0.5,0.583333,0.074074,0.020049,0.166667,0.064516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454,0.591537,0.007707,0.032902,0.082287,0.011158,1,0.042314,0.214286,0.034483,0.103448,0.5,0.001395,0.011561,0.017271,0.009763,0.154762,0.421857,0.035714,0.020049,0.027634,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018405,0.177645,0.033333,0.032902,0.121519,0.020253,0.652491,0.043478,0.195652,0.010576,0.205589,0.059701,0.008889,0.083333,0.06986,0.083333,0.763889,0.862069,0.1,0.054348,0.01006,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003454,1,0.006908,0.1,0.011982,0.000911,0.652491,0.111111,0.333333,0.027778,0.769231,0.124582,0.000304,0.026667,0.065217,0.004147,0.086957,0.361538,0.0301,0.020049,0.16,0.074415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000977,0.066116,0.000326,0.041322,0.02454,0.007362,0.404959,0.046512,0.033058,0.008264,0.016529,0.041322,0,0.00361,0.012821,0.001953,0.076923,1,0.003984,0.060606,0.008264,0.016529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006579,0.765517,0.036829,0.076923,0.130814,0.075581,0.714286,0.5,0.25,0.028571,1,0.25,0.002907,0.25,0.111111,0.010204,0.139535,0.5,0.111111,0.006579,0.055556,0.111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003454,1,0.006908,0.333333,0.016971,0.001305,0.6,0.103448,0.333333,0.023256,0.666667,0.222222,0,0.2,0.166667,0.005814,0.047465,0.5,0.052326,0.016257,0.040816,0.083551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004098,0.2,0.008596,0.125,0.029412,0.007673,0.454545,0.090909,0.081197,0.007692,0.363636,0.045455,0,0.015385,0.020979,0.002049,0.2,1,0.111111,0.08596,0.034965,0.004274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.009934,0.098592,0.003421,0.111111,0.007898,0.000911,1,0.041009,0.09008,0.019608,0.122736,0.058824,0.000304,0.019608,0.006987,0.002012,0.100342,1,0.019608,0.020049,0.016556,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001215,0.109827,0.027397,0.045455,0.024907,0.004808,1,0.041009,0.192308,0.045455,0.211538,0.115385,0.000304,0.206897,0.038462,0.016393,0.103448,1,0.013699,0.032787,0.016393,0.172414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006036,0.164491,0.003958,0.058824,0.166667,0.094086,0.705882,0.041009,0.654179,0.022193,0.122736,0.122478,0.005376,0.006427,0.026446,0.018732,0.408602,0.796675,0.020888,0.050847,0.021277,0.083551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001395,0.285714,0.005579,0.029162,0.082287,0.013605,1,0.041009,0.142857,0.007594,0.024605,0.059972,0.005277,0.005164,0.010204,0.009763,0.285714,0.349635,0.019526,0.020049,0.006987,0.142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.092628,0.002938,0.074534,0.02454,0.007362,0.652491,0.111111,0.053686,0.010576,0.049905,0.034026,0.000304,0.006427,0.014745,0.002938,0.05,1,0.014706,0.115385,0.008318,0.015123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002281,0.076397,0.011628,0.023256,0.012543,0,0.383124,0.011628,0.09008,0.004561,0.04675,0.049031,0,0.005701,0.007982,0.006842,1,0.370582,0.046512,0.018244,0.00114,0.037628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.004386,0.087719,0.004386,0.012821,0.012543,0,0.440789,0.012821,0.100877,0.006579,0.04675,0.049031,0,0.005701,0.007982,0.006842,0.690992,0.564103,0.023945,0.081197,0.002193,0.037628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.005425,0.087719,0.004386,0.173599,0.007898,0.000911,0.652491,0.242315,0.100877,0.007594,0.04675,0.049031,0.000304,0.005164,0.009042,0.002193,0.138158,0.750326,0.007982,0.764706,0.018083,0.037628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.001215,0.095238,0.02381,0.032902,0.047619,0.02381,0.652491,0.041009,0.047619,0.010576,0.309524,0.119048,0.000304,0.206897,0.071429,0.002938,0.103448,0.421857,0.047619,0.020049,0.006987,0.172414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.092628,0.011494,0.032902,0.034483,0.012048,0.666667,0.071429,0.166667,0.010576,0.071429,0.045977,0.000304,0.025,0.014745,0.011494,0.142857,0.894737,0.034483,0.081197,0.008318,0.022989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004386,0.087719,0.004386,0.032902,0.009988,0.000911,0.652491,0.041009,0.100877,0.010576,0.04675,0.049031,0.000304,0.005164,0.012926,0.002938,0.138158,0.750326,0.012926,0.020049,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004386,0.087719,0.004386,0.032902,0.009988,0.000911,0.652491,0.041009,0.100877,0.010576,0.04675,0.049031,0.000304,0.005164,0.012926,0.002938,0.138158,0.750326,0.012926,0.020049,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004386,0.087719,0.004386,0.032902,0.009988,0.000911,0.652491,0.041009,0.100877,0.010576,0.04675,0.049031,0.000304,0.005164,0.012926,0.002938,0.138158,0.750326,0.012926,0.020049,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.007092,0.06921,0.005579,0.05,0.082287,0.011158,0.652491,0.042553,0.12069,0.051724,0.091393,0.059972,0.003549,0.025,0.012926,0.5,0.104603,0.750326,0.019526,0.032787,0.017241,0.021295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.142857,0.058824,0.230769,0.058824,0.058824,1,0.242315,0.147059,0.008696,0.117647,0.117647,0.000304,0.058824,0.029412,0.002647,0.088235,0.750326,0.012476,0.285714,0.018083,0.029412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005425,0.087719,0.004386,0.173599,0.089256,0.042975,0.652491,0.242315,0.100877,0.010576,0.037281,0.039474,0.000304,0.005164,0.026446,0.003306,0.140496,0.750326,0.012926,0.764706,0.018083,0.037281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.002281,0.076397,0.003421,0.032902,0.034884,0.003876,0.818182,0.041009,0.09008,0.010576,0.04675,0.049031,0.000304,0.005164,0.012926,0.002938,0.100342,0.600775,0.012926,0.1,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004386,0.087719,0.004386,0.032902,0.009988,0.000911,0.652491,0.041009,0.100877,0.010576,0.04675,0.049031,0.000304,0.005164,0.012926,0.002938,0.138158,0.750326,0.012926,0.081197,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215,0.148148,0.052632,0.032902,0.364865,0.105263,1,0.041009,0.061728,0.010576,0.139918,0.045267,0.000304,0.052632,0.052632,0.004115,0.175676,1,0.5,0.020049,0.020576,0.007638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001395,0.051033,0.005579,0.032902,0.082287,0.011158,1,0.041009,0.100418,0.010576,0.024605,0.059972,0.001395,0.005164,0.012926,0.009763,0.144444,0.750326,0.019526,0.081197,0.006987,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215,0.064626,0.005102,0.032902,0.212963,0.111111,1,0.041009,0.034301,0.010576,0.047619,0.029965,0.021277,0.005164,0.012926,0.008503,0.5,0.421857,0.031915,0.020049,0.006987,0.02381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002281,0.463235,0.666667,0.029162,0.007898,0.000911,0.8,0.333333,0.654179,0.007594,0.832666,0.122478,0.000304,0.015212,0.051471,0.018732,0.333333,0.564103,0.012968,0.081197,0.022059,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215,0.070423,0.005102,0.029162,0.079932,0.013605,1,0.041009,0.80814,0.007594,0.041787,0.122478,0.005277,0.005764,0.014409,0.018732,0.285714,0.349635,0.017007,0.055556,0.006987,0.02381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004386,0.087719,0.004386,0.032902,0.009988,0.000911,0.652491,0.041009,0.100877,0.010576,0.04675,0.049031,0.000304,0.005164,0.012926,0.002938,0.138158,0.750326,0.012926,0.020049,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055556,0.375,0.008929,0.029162,0.011982,0.000911,0.666667,0.333333,0.195853,0.072289,0.276786,0.166667,0.000304,0.024096,0.125,0.030303,0.047465,0.393939,0.027189,0.055556,0.028571,0.125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002611,0.164491,0.003421,0.047619,0.016971,0.001305,0.694444,0.041009,0.13577,0.022193,0.0953,0.113577,0.000304,0.005164,0.011749,0.001953,0.100342,0.809524,0.020888,0.075,0.011749,0.083551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004098,0.473684,0.018182,0.081967,0.015385,0.002049,0.661538,0.041009,0.090909,0.010576,0.054545,0.049031,0.000304,0.005164,0.012926,0.002938,0.100342,0.620902,0.012926,0.153846,0.052632,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005425,0.342857,0.055556,0.285714,0.1,0.05,0.652491,0.285714,0.2,0.014493,0.444444,0.059972,0.1,0.111111,0.028571,0.009763,0.3,1,0.05,0.117541,0.018083,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004386,0.087719,0.018182,0.029162,0.007898,0.000911,0.652491,0.041009,0.100877,0.007594,0.054545,0.049031,0.000304,0.005164,0.006987,0.002193,0.138158,0.750326,0.007982,0.081197,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003175,0.034921,0.000326,0.013346,0.029412,0.007673,0.366862,0.051282,0.018519,0.001953,0.125,0.013889,0,0.005917,0.004557,0.001953,0.039642,1,0.005917,0.017253,0.002279,0.003175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004386,0.349498,0.004386,0.012821,0.030303,0.000836,0.454545,0.024885,0.80814,0.121212,0.056856,0.124582,0,0.006452,0.015207,0.030303,0.138158,0.564103,0.0301,0.081197,0.016129,0.121212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004386,0.087719,0.018182,0.032902,0.009988,0.000911,0.652491,0.041009,0.100877,0.010576,0.054545,0.049031,0.000304,0.005164,0.012926,0.002938,0.138158,0.750326,0.012926,0.081197,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004098,0.092628,0.027397,0.081967,0.089256,0.042975,1,0.051282,0.063512,0.010576,0.156912,0.03736,0.005277,0.048568,0.035714,0.008503,0.140496,0.858974,0.017007,0.25,0.008318,0.041096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03125,0.591537,0.025641,0.1,0.015385,0.000911,0.769231,0.1875,0.090909,0.2,0.2,0.5,0.000304,0.006908,0.142857,0.05,0.100342,0.666667,0.007982,0.153846,0.1,0.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004386,0.087719,0.004386,0.032902,0.009988,0.000911,1,0.041009,0.100877,0.030303,0.037281,0.060606,0.000304,0.005164,0.012926,0.030303,0.138158,0.750326,0.012926,0.020049,0.006987,0.037281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.032258,0.164491,0.003421,0.333333,0.016971,0.001305,1,0.045455,0.516129,0.043011,0.0953,0.363636,0.000304,0.010753,0.032258,0.003106,0.100342,0.750326,0.024845,0.020049,0.011749,0.083551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004098,0.349498,0.008596,0.083095,0.011982,0.002865,0.666667,0.043478,1,0.011521,0.056856,0.124582,0,0.007874,0.015207,0.018732,0.2,0.771654,0.0301,0.08596,0.016129,0.074415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004098,0.092628,0.008596,0.091912,0.011461,0.002865,0.564042,0.051471,0.053686,0.010576,0.049905,0.034026,0,0.007353,0.014745,0.002938,0.055556,1,0.012926,0.111111,0.008318,0.015123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001395,0.051033,0.005579,0.032902,0.082287,0.011158,0.8,0.041009,0.214286,0.010576,0.024605,0.136364,0.001395,0.142857,0.012926,0.009763,0.154762,1,0.035714,0.020049,0.006987,0.035714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.014085,0.5,0.002126,0.029162,0.02454,0.007362,0.666667,0.049296,0.045455,0.007594,0.555556,0.045455,0.000304,0.005164,0.007042,0.001953,0.034884,0.825843,0.00729,0.153846,0.021127,0.015385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009709,0.471751,0.022222,0.052632,0.082287,0.013605,1,0.111111,0.105263,0.02439,0.118644,0.066667,0.005277,0.016393,0.022222,0.016393,0.113946,0.750326,0.019526,0.153846,0.044444,0.044444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004386,0.087719,0.011594,0.032902,0.3,0.011158,0.652491,0.041009,0.100877,0.010576,0.049275,0.059972,0.005797,0.031884,0.012926,0.009763,0.25,0.750326,0.1,0.020049,0.008696,0.037281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002765,0.349498,0.022727,0.015414,0.082287,0.011158,0.4,0.026975,0.80814,0.019084,0.142857,0.698473,0.001395,0.011561,0.016129,0.018732,0.104603,0.4,0.0301,0.004184,0.016129,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.019384,0.00114,0.003421,0.012543,0,0.177879,0.006842,0.025086,0.00114,0.009122,0.013683,0,0.005701,0.007982,0.006842,1,0.129989,0.023945,0.00114,0.00114,0.004561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.004386,0.349498,0.004386,0.009677,0.011982,0.000836,0.440789,0.024885,0.80814,0.011521,0.056856,0.124582,0,0.006452,0.015207,0.018732,0.138158,0.370582,0.0301,0.019737,0.016129,0.074415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.092628,0.002126,0.043478,0.02454,0.007362,1,0.065217,0.068966,0.021739,0.049905,0.034026,0.000304,0.006427,0.014745,0.006842,0.690992,0.944444,0.023945,0.272727,0.008318,0.015123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.077348,0.5,0.166667,0.125,0.058824,0.058824,1,0.125,0.210526,0.210526,0.110497,0.375,0.000304,0.033149,0.125,0.003106,0.043081,0.620902,0.024845,0.235294,0.102564,0.214286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215,0.166667,0.027397,0.029162,0.024907,0.000911,1,0.041009,0.063512,0.007594,0.277778,0.03736,0.000304,0.055556,0.055556,0.001823,0.069738,0.349635,0.013699,0.020049,0.006987,0.041096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.428571,0.025641,0.029162,0.015385,0.000911,0.769231,0.145833,0.195853,0.011521,0.104167,0.142857,0.000304,0.020833,0.020833,0.004147,0.100342,0.370582,0.027189,0.166667,0.016129,0.057604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005682,0.223684,0.003421,0.333333,0.016971,0.001305,0.652491,0.666667,0.13577,0.022193,0.197368,0.113577,0.000304,0.006427,0.014745,0.002647,0.100342,0.435539,0.020888,0.125,0.018083,0.083551,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005425,0.070524,0.013889,0.173599,0.141026,0.041667,0.652491,0.242315,0.236111,0.010576,0.125,0.051282,0.013889,0.005164,0.097222,0.002938,0.115385,0.9,0.076923,0.764706,0.018083,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.002281,0.076397,0.003421,0.032902,0.089256,0.042975,0.652491,0.041009,0.1,0.010576,0.04675,0.049031,0.000304,0.005164,0.026446,0.003306,0.140496,0.875,0.027027,0.020049,0.006987,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006452,0.387097,0.014925,0.032902,0.048802,0.007098,0.652491,0.041009,0.214286,0.022193,0.119403,0.142857,0.003549,0.029851,0.071429,0.014925,0.167742,1,0.074627,0.020049,0.03871,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001395,0.051033,0.005579,0.032902,0.082287,0.011158,1,0.041009,0.100418,0.010576,0.024605,0.059972,0.001395,0.005164,0.012926,0.009763,0.144444,0.750326,0.019526,0.020049,0.006987,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002994,0.06921,0.007595,0.032902,0.121519,0.020253,0.75,0.041009,0.5,0.011976,0.091393,0.25,0.008889,0.071429,0.012926,0.008889,0.214286,0.750326,0.071429,0.020049,0.01497,0.021295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004386,0.087719,0.015625,0.032902,0.12,0.02,0.652491,0.041009,0.113333,0.010576,0.125,0.039474,0.008889,0.076923,0.076923,0.03125,0.690992,0.750326,0.078125,0.020049,0.006987,0.037281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002994,0.06921,0.003549,0.029162,0.048802,0.007098,1,0.041009,0.050577,0.011976,0.091393,0.031056,0.003549,0.00976,0.007098,0.002994,0.076309,0.880342,0.016859,0.020049,0.01497,0.021295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007092,0.127168,0.007707,0.032902,0.009988,0.000911,0.652491,0.042553,0.154143,0.021277,0.071291,0.483622,0.000304,0.011561,0.012926,0.002938,0.100342,0.750326,0.014184,0.020049,0.014184,0.037628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.007092,0.092628,0.002938,0.032902,0.009988,0.000911,0.857143,0.042553,0.053686,0.029412,0.049905,0.035461,0.000304,0.007092,0.029412,0.002938,0.142857,0.750326,0.014184,0.020049,0.014184,0.015123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.045455,0.333333,0.002126,0.317073,0.007898,0.000911,0.652491,0.75,0.090909,0.022727,0.024605,0.25,0.000304,0.009174,0.02439,0.001823,0.5,0.564103,0.2,0.117541,0.018349,0.005682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004386,0.087719,0.004386,0.032902,0.012543,0.000911,0.652491,0.041009,0.100877,0.010576,0.04675,0.049031,0.000304,0.005701,0.012926,0.006842,0.690992,0.750326,0.023945,0.020049,0.006987,0.037628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.000977,0.071429,0.002938,0.032902,0.029412,0.007673,0.564042,0.02879,0.015625,0.010576,0.020564,0.029965,0,0.0047,0.012926,0.002938,0.067227,1,0.012926,0.017253,0.005288,0.007638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006173,0.191358,0.025641,0.032902,0.015385,0.000911,1,0.051282,0.080247,0.010576,0.271605,0.333333,0.000304,0.006173,0.024691,0.002938,0.037037,0.421857,0.012926,0.153846,0.012346,0.015385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.1,0.00365,0.033613,0.089256,0.042975,0.652491,0.041009,0.117647,0.008696,0.176471,0.25,0.000304,0.006427,0.026446,0.003306,0.2,1,0.012476,0.605263,0.008318,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002662,0.06921,0.003549,0.074534,0.048802,0.007098,0.571429,0.022183,0.050577,0.005324,0.091393,0.031056,0.003549,0.00976,0.007098,0.002662,0.666667,1,0.016859,0.285714,0.008873,0.021295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
