@relation yeast-train.arff

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Class1 numeric
@attribute Class2 numeric
@attribute Class3 numeric
@attribute Class4 numeric
@attribute Class5 numeric
@attribute Class6 numeric
@attribute Class7 numeric
@attribute Class8 numeric
@attribute Class9 numeric
@attribute Class10 numeric
@attribute Class11 numeric
@attribute Class12 numeric
@attribute Class13 numeric
@attribute Class14 numeric
@attribute Class15 numeric
@attribute Class16 numeric
@attribute Class17 numeric
@attribute Class18 numeric
@attribute Class19 numeric
@attribute Class20 numeric
@attribute Class21 numeric
@attribute Class22 numeric

@data
0.014085,0.5,0.036829,0.007042,0,0,0.133803,0.049296,0.007042,0.007042,0.9,0.05,0,0.015212,0.1,0,0.000801,0.077465,0.001601,0,0.021127,0.007206,0.215827,0.057554,0.473381,0.153957,0.099281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.001395,0.041841,0.010753,0.006974,0.2,0.057143,0.368217,0.011158,0.100418,0.004184,0.129032,0.059972,0.001395,0.010753,0.010753,0.014286,1,0.840336,0.023945,0.011628,0.005579,0.018131,0.388203,0.0631,0.341564,0.100137,0.106996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.006036,0.471751,0.003549,0.029162,0.048802,0.007673,0.652491,0.041009,0.053686,0.014124,0.122736,0.039548,0.003549,0.010417,0.014745,0.006842,0.690992,1,0.023945,0.020049,0.022599,0.021295,0.235294,0.15601,0.340153,0.132992,0.13555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,0.591537,0.006908,0.041667,0.016971,0.001305,0.352363,0.076923,0.375,0.20202,0.125,0.153846,0,0.122449,0.25,0.004147,0.826087,0.435539,0.076923,0.016257,0.03871,0.6,0.307692,0.104895,0.363636,0.111888,0.111888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,1,0.036829,0.142857,0.011982,0.000911,1,0.1,0.310201,0.0625,1,0.4,0.000304,0.067864,0.075758,0.004147,0.1,1,0.0301,0.020049,0.027634,0.074415,0.252993,0.060654,0.368715,0.17079,0.146848,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.000801,0.071257,0.036829,0.000801,0,0,0.040833,0.002402,0.005604,0.000801,1,0.007206,0,0.015212,0.010408,0,0.000801,0.020016,0.001601,0,0.001601,0.007206,0.335766,0.104015,0.286496,0.129562,0.144161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.008929,0.25,0.033333,0.083333,0.066667,0.007673,0.571429,0.083333,0.166667,0.083333,0.777778,0.045267,0.003549,0.012346,0.333333,0.033333,0.333333,1,0.033333,0.017253,0.111111,0.066667,0.306265,0.088167,0.350348,0.132251,0.12297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.142857,0.086957,0.047619,1,0.171367,0.521739,0.142857,0.05814,0.023256,0.049275,0.095238,0.005797,0.047619,0.02907,0.005814,0.144928,0.389535,0.066667,0.005814,0.017442,0.034783,0.289308,0.113208,0.361635,0.133648,0.102201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006036,0.104478,0.002126,0.029162,0.029412,0.007673,0.652491,0.041009,0.142857,0.085714,0.164179,0.142857,0.000304,0.005164,0.014925,0.002012,0.104478,1,0.028571,0.020049,0.028571,0.004557,0.282955,0.089773,0.356818,0.145455,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002532,0.5,0.007595,0.007813,0.121519,0.020253,0.28,0.002532,0.118987,0,0.375,0.017778,0.008889,0.0625,0.03125,0.008889,0.202532,0.15625,1,0,0.09375,0.006667,0.302239,0.070896,0.302239,0.197761,0.126866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.002907,0.318433,0.666667,0.032902,0.402062,0.268041,1,0.041009,0.195853,0.011521,0.188406,0.096313,0.006826,0.006452,0.026446,0.045455,0.464832,0.486486,0.090909,0.020049,0.016129,0.090909,0.333333,0.05,0.258333,0.275,0.083333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454,0.929825,0.036829,0.111111,0.012346,0.000911,0.652491,0.166667,0.654179,0.20202,1,0.25,0.000304,0.522936,0.076923,0.018732,0.333333,0.750326,0.076923,0.020049,0.076923,0.074415,0.345538,0.073227,0.322654,0.132723,0.125858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.349498,0.041667,0.009677,0.208333,0.047619,0.375,0.041667,0.80814,0.011521,0.309524,0.124582,0.008889,0.032,0.015207,0.018732,0.4,0.151515,0.928571,0.003687,0.016129,0.074415,0.286885,0.098361,0.319672,0.147541,0.147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.007194,0.285714,0.169811,0.029162,0.107784,0.002994,0.652491,0.05,0.222222,0.026178,0.832666,0.483622,0.005988,1,0.166667,0.068063,0.110778,0.5,0.053892,0.020049,0.033333,0.811518,0.380297,0.044492,0.309322,0.133475,0.132415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.001512,0.125,0.00365,0.032902,0.043689,0.007673,0.564042,0.032136,0.053686,0.010576,0.070922,0.034026,0,0.006427,0.014745,0.004255,0.072816,0.9,0.012926,0.125,0.008318,0.015123,0.300971,0.024272,0.364078,0.160194,0.150485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.009009,0.929825,0.011429,0.034286,0.011982,0.000864,0.234463,0.154286,0.310201,0.018018,0.25,0.124582,0,0.018018,0.036036,0.004147,0.047465,0.115819,0.0301,0.00565,0.5,0.074415,0.264012,0.056047,0.442478,0.120944,0.116519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.025,0.35,0.086331,0.015414,0.5,0.011158,0.5,0.1,0.483871,0.05,1,0.483622,0.005277,0.107914,0.05,0.1,0.108179,0.335404,0.034483,0.009235,0.025,0.074415,0.316872,0.090535,0.312757,0.168724,0.111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.009174,1,0.027397,0.097561,0.285714,0.007098,0.625,0.158537,0.333333,0.045455,0.733607,0.1,0.003549,0.142857,0.075758,0.052632,0.333333,0.750326,0.157895,0.017253,0.262857,0.142857,0.294347,0.116959,0.34308,0.118908,0.126706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006173,0.318433,0.028571,0.333333,0.121739,0.011158,0.666667,0.037037,0.195853,0.011521,0.375,0.096313,0.005797,0.0625,0.03125,0.028571,0.173913,1,0.068966,0.017253,0.09375,0.057604,0.359756,0.079268,0.27439,0.152439,0.134146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003454,0.642857,0.036829,0.027221,0.048802,0.007098,0.361538,0.181818,0.393939,0.011521,1,0.124582,0.003549,0.015385,0.051471,0.004147,0.5,0.435539,0.151515,0.016257,0.027634,0.074415,0.321256,0.101449,0.318841,0.147343,0.111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.092628,0.017241,0.033333,0.079932,0.017241,0.444444,0.034483,1,0.033333,0.172414,0.122478,0.005277,0.011494,0.086207,0.033333,0.137931,0.435539,0.034483,0.3,0.008318,0.051724,0.261614,0.0489,0.457213,0.133252,0.099022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011765,0.092628,0.008596,0.115385,0.011461,0.002865,0.5,0.058824,0.053686,0.023529,0.049905,0.111111,0,0.011765,0.014745,0.002647,0.037429,0.865546,0.023529,0.09322,0.023529,0.023529,0.309976,0.105701,0.319477,0.131829,0.133017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002281,0.114754,0.036829,0.005701,0.003421,0,0.383124,0.005701,0.09008,0.004561,1,0.049031,0,0.047131,0.022541,0,0.100342,0.370582,0.009901,0.018244,0.1,0.037628,0.35795,0.081668,0.331017,0.103388,0.125977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.142857,0.444444,0.011494,0.555556,0.079932,0.013605,0.652491,0.25,0.142857,0.085714,0.5,0.25,0.005277,0.083333,0.111111,0.008503,0.113946,1,0.111111,0.022989,0.041667,0.111111,0.29781,0.084672,0.353285,0.132847,0.131387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.000801,0.071257,0.036829,0.000801,0.023256,0,0.153846,0.002402,0.023256,0.015385,0.837209,0.007206,0,0.015212,0.023256,0,0.000801,0.061538,0.001601,0,0.001601,0.023256,0.224313,0.054269,0.248191,0.241679,0.231548,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.285714,0.000756,0.027221,0.142857,0.007362,0.555556,0.142857,0.053686,0.111111,0.049905,0.034026,0,0.006427,0.052632,0.002647,0.037429,1,0.012476,0.017253,0.008318,0.015123,0.285714,0.10559,0.327122,0.163561,0.118012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006579,0.5,0.008596,0.091912,0.011461,0.002865,0.571429,0.071429,0.236641,0.142857,0.085526,1,0,0.086957,0.047619,0.002938,0.037429,0.650735,0.012926,0.08596,0.047619,0.142857,0.288889,0.12,0.262222,0.173333,0.155556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.000801,0.114754,0.036829,0.002049,0.023256,0,0.263158,0.052632,0.105263,0.015385,0.837209,0.016393,0,0.047131,0.023256,0,0.004098,0.105263,0.002049,0,0.004098,0.023256,0.29375,0.09375,0.33125,0.1375,0.14375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.461538,0.086957,0.029162,0.4,0.013605,1,0.041009,0.195853,0.076923,0.152695,0.153846,0.005988,0.056886,0.25,0.043478,0.690992,0.435539,0.066667,0.020049,0.021739,0.533333,0.286885,0.106557,0.286885,0.139344,0.180328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454,0.642857,0.036829,0.027221,0.011982,0.000864,0.5,0.153846,0.310201,0.014124,1,0.124582,0,0.111111,0.066667,0.010204,0.076923,0.5,0.076923,0.016257,0.027634,0.133333,0.296248,0.031048,0.316947,0.116429,0.239327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002532,0.052174,0.007595,0,0.939698,0.5,0.365217,0.002532,0.464286,0,0.075949,0.017778,0.008889,0.012658,0.035714,0.008889,0.5,0.234783,0.166667,0,0.008696,0.034783,0.343373,0.072289,0.36747,0.120482,0.096386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.307692,0.666667,0.000801,0,0,0.086957,0.002402,0.038462,0.000801,0.832666,0.038462,0,0.015212,0.010408,0,0.038462,0.020016,0.001601,0,0.001601,0.038462,0.304274,0.119658,0.336752,0.123077,0.116239,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002281,0.076397,0.003421,0.029162,0.012543,0.000911,0.652491,0.041009,0.09008,0.007594,0.04675,0.049031,0.000304,0.005701,0.007982,0.006842,0.690992,0.370582,0.023945,0.020049,0.006987,0.037628,0.306383,0.078723,0.412766,0.119149,0.082979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.018405,0.36,0.002938,0.08,0.166667,0.094086,0.705882,0.333333,0.25,0.083333,0.5,0.333333,0.005376,0.041667,0.061111,0.041667,0.408602,1,0.014706,0.5,0.08,0.007638,0.315098,0.080963,0.343545,0.146608,0.113786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002662,0.06921,0.006667,0.007098,0.81128,1,0.375,0.022183,0.113333,0.005324,0.091393,0.041667,0.1,0.011111,0.007098,0.008889,0.3,0.335404,0.064444,0.001775,0.008873,0.05,0.273798,0.069676,0.389598,0.116781,0.150147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002907,0.075581,0.002907,0.005814,0.81128,1,0.375207,0.020349,0.026163,0.002907,0.087209,0.020349,0.006826,0.005814,0.026446,0.003306,0.464832,0.391736,0.014535,0.003306,0.014535,0,0.307512,0.058685,0.340376,0.147887,0.14554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215,0.051033,0.002126,0.029162,0.212963,0.119454,0.884615,0.041009,0.019745,0.007594,0.024605,0.02339,0.006826,0.005164,0.026446,0.02439,0.464832,0.571429,0.00729,0.020049,0.006987,0.02,0.314088,0.100462,0.336028,0.12933,0.120092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003992,0.318433,0.019231,0.029162,0.402062,0.268041,0.804878,0.278481,0.195853,0.011521,0.692308,0.096313,0.006826,0.067864,0.173077,0.02439,0.464832,0.750326,0.027189,0.020049,0.016129,0.057604,0.252674,0.057487,0.402406,0.127005,0.160428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003175,0.034921,0.00114,0.142857,0.109375,0.015625,0.366862,0.051282,0.125,0.007874,0.085714,0.05,0,0.007874,0.015625,0.006842,1,0.9,0.046875,0.125,0.015625,0.004561,0.320273,0.069847,0.39523,0.129472,0.085179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.045455,0.160839,0.008596,0.173599,0.079932,0.013605,0.652491,0.242315,0.2,0.009174,0.111888,0.100917,0.005277,0.066667,0.166667,0.008503,0.142857,0.857143,0.017007,1,0.034965,0.02381,0.300207,0.057971,0.360248,0.136646,0.144928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.002765,0.318433,0.018182,0.009677,0.121519,0.071429,0.314996,0.024885,0.583333,0.011521,0.163636,0.096313,0.008889,0.018182,0.035714,0.018182,0.690992,0.335404,0.070886,0.003687,0.018182,0.057604,0.314476,0.069884,0.326123,0.141431,0.148087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.001512,0.092628,0.00365,0.033613,0.089256,0.042975,0.652491,0.041009,0.117647,0.008696,0.176471,0.25,0.000304,0.006427,0.026446,0.003306,0.2,1,0.012476,0.044444,0.008318,0.015123,0.262873,0.052846,0.4729,0.146341,0.065041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002907,0.092593,0.003958,0.018519,0.81128,1,0.384615,0.1,0.064815,0.018519,0.087209,0.074627,0.006173,0.029851,0.029851,0.006596,0.354938,0.325858,0.1,0.014925,0.014535,0.01847,0.329071,0.08653,0.325234,0.134697,0.124467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0.591537,0.010471,0.011749,0.024,0.001305,0.346154,0.042314,0.310201,0.20202,0.0953,0.136364,0,0.040404,0.5,0.005236,0.047465,0.137076,0.048,0.005222,0.027634,0.828571,0.210526,0.078947,0.324561,0.219298,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.013223,0.001653,0.004959,0.81128,1,0.375207,0.01157,0.013223,0,0.018182,0.003306,0.006826,0.001653,0.026446,0.010309,0.464832,0.391736,0.003306,0.003306,0,0,0.147727,0.090909,0.454545,0.306818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002907,0.075581,0.002907,0.005814,0.81128,1,0.375207,0.020349,0.026163,0.002907,0.087209,0.020349,0.006826,0.005814,0.026446,0.010309,0.464832,0.391736,0.014535,0.003306,0.014535,0,0.314869,0.078717,0.35277,0.12828,0.125364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009934,0.349498,0.036829,0.0625,0.011982,0.000836,0.254967,0.152174,0.310201,0.021739,0.833333,0.124582,0,0.125,0.0625,0.004147,0.047465,0.549669,0.0301,0.003687,0.016556,0.074415,0.242236,0.062112,0.31677,0.192547,0.186335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003992,0.591537,0.132075,0.027221,0.107784,0.007098,0.625,0.2,0.636364,0.20202,0.832666,0.4,0.005988,1,0.130435,0.012821,0.2,0.461078,0.053892,0.016257,0.074468,0.070707,0.336601,0.062092,0.310458,0.150327,0.140523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.006036,0.666667,0.041667,0.5,0.166667,0.094086,0.727273,0.333333,0.333333,0.05,0.454545,0.166667,0.005376,0.1,0.08,0.125,0.408602,1,0.041667,0.050847,0.125,0.083551,0.266129,0.064516,0.451613,0.112903,0.104839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.008929,0.555556,0.036829,0.011749,0.028037,0.001305,0.333333,0.02439,0.13577,0.027778,0.832666,0.113577,0,0.047131,0.111111,0.009346,0.055556,0.162602,0.157407,0.008929,0.011749,0.083551,0.248196,0.047619,0.518038,0.108225,0.077922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0.282667,0.08,0.346667,0.128,0.162667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.000801,0.119658,0.036829,0.002049,0.008547,0,0.08547,0.004098,0.025641,0.002049,0.832666,0.016393,0,0.047131,0.022541,0.008547,0.004098,0.068376,0.002049,0,0.004098,0.059829,0.280873,0.042462,0.366186,0.162057,0.148422,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.019384,0.00114,0.003421,0.201365,0.119454,0.244624,0.006842,0.025086,0.00114,0.009122,0.013683,0.006826,0.005701,0.007982,0.006842,0.981132,0.129989,0.023945,0.00114,0.00114,0.004561,0.344828,0.08046,0.287356,0.16092,0.126437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003992,0.471751,0.036829,0.2,0.130814,0.075581,0.652491,0.086957,0.654179,0.014124,1,0.122478,0.002907,0.067864,0.2,0.025,0.333333,0.717593,0.055556,0.054348,0.055556,0.028571,0.305882,0.105882,0.317647,0.223529,0.047059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002662,0.06921,0.011594,0.0125,0.955556,0.171367,0.425,0.025,0.100418,0.005324,0.333333,0.059972,0.005797,0.031884,0.008696,0.022222,0.454545,0.335404,0.175,0.004184,0.008873,0.028986,0.23668,0.078893,0.379098,0.157787,0.147541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006173,0.591537,0.071429,0.066667,0.130814,0.075581,0.652491,0.285714,0.654179,0.166667,0.375,0.483622,0.003549,0.522936,0.25,0.018868,0.166667,0.837838,0.027189,0.020049,0.152941,0.172414,0.285437,0.11068,0.339806,0.130097,0.133981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002222,0.052632,0.015625,0.032902,0.125,0.041667,1,0.041009,0.145833,0.010576,0.125,0.125,0.041667,0.083333,0.041667,0.117647,0.690992,0.478261,0.157895,0.020049,0.006987,0.052632,0.294498,0.097087,0.355987,0.106796,0.145631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.085106,0.036829,0.000801,0,0,0.085106,0.002402,0.005604,0.000801,0.914286,0.007206,0,0.021277,0.010408,0.021277,0.000801,0.042553,0.021277,0,0.001601,0.057143,0.37062,0.075472,0.25876,0.140162,0.154987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002281,0.092628,0.025,0.029162,0.007898,0.000911,1,0.041009,0.09008,0.008696,0.325,0.075,0.000304,0.006427,0.014745,0.025,0.100342,0.750326,0.012476,0.020049,0.008318,0.037628,0.303529,0.041176,0.321176,0.124706,0.209412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001418,0.041841,0.005579,0.015603,0.333333,0.121212,0.368201,0.014648,0.100418,0.004184,0.01844,0.059972,0.001395,0.002837,0.005674,0.014286,0.128571,1,0.019526,0.017253,0.005579,0.018131,0.300231,0.078522,0.376443,0.12933,0.115473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003992,0.5,0.036829,0.029162,0.06,0.004,0.652491,0.4,0.5,0.111111,0.842105,0.214286,0.000304,1,0.166667,0.011765,0.690992,0.349635,0.084,0.020049,0.083333,0.125,0.336158,0.094633,0.34322,0.121469,0.10452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.001215,0.099476,0.125,0.029162,0.007898,0.000911,0.652491,0.041009,0.026178,0.007594,0.5,0.036649,0.000304,0.010471,0.006987,0.005236,0.033414,0.349635,0.00729,0.020049,0.006987,0.811518,0.285714,0.049834,0.368771,0.172757,0.122924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.077348,0.591537,0.047619,0.25,0.089256,0.042975,0.652491,0.25,1,0.226415,0.444444,0.333333,0.000304,0.166667,0.15,0.018732,0.333333,0.461078,0.071429,0.035714,0.1,0.1,0.328358,0.085821,0.369403,0.097015,0.119403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002532,0.052174,0.007595,0,0.81128,1,0.365217,0.002532,0.464286,0,0.075949,0.017778,0.008889,0.012658,0.035714,0.008889,0.202532,0.234783,0.070886,0,0.008696,0.034783,0.352113,0.065728,0.342723,0.13615,0.103286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002662,0.06921,0.028571,0.032902,0.5,0.027027,0.652491,0.041009,0.125,0.010576,0.091393,0.031056,0.057143,0.012658,0.028571,0.008889,0.411765,0.421857,0.208333,0.020049,0.008873,0.021295,0.272,0.072,0.362,0.116,0.178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043478,0.153846,0.166667,0.027221,0.5,0.020253,0.521739,0.043478,0.272727,0.008696,0.333333,0.059701,0.008889,0.105263,0.076923,0.033333,0.690992,0.52,0.166667,0.016257,0.008873,0.021295,0.319328,0.091737,0.334034,0.144258,0.110644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.000801,0.071257,0.036829,0.000801,0,0,0.040833,0.002402,0.005604,0.000801,1,0.007206,0,0.015212,0.010408,0,0.000801,0.25,0.001601,0,0.001601,0.007206,0.262847,0.065564,0.389841,0.157118,0.124631,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.071257,0.036829,0.000801,0,0,0.6,0.002402,0.005604,0.000801,1,0.007206,0,0.015212,0.010408,0,0.000801,0.2,0.001601,0,0.001601,0.007206,0.26776,0.057377,0.36612,0.150273,0.15847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002532,0.083333,0.036829,0.000801,0.121519,0.020253,0.28,0.025,0.118987,0.000801,0.832666,0.083333,0.008889,0.015212,0.010408,0.008889,0.225,0.142222,0.333333,0,0.001601,0.083333,0.295008,0.06354,0.405446,0.122542,0.113464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002532,0.223684,0.007595,0.029162,0.121519,0.020253,1,0.041009,0.118987,0.007594,0.230769,0.038462,0.008889,0.012658,0.007595,0.008889,0.202532,0.5,0.070886,0.020049,0.038462,0.006667,0.225,0.079167,0.514583,0.089583,0.091667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.349498,0.018182,0.068182,0.06,0.004,0.431818,0.036364,1,0.022727,0.128,0.124582,0,0.032,0.015207,0.018732,0.084,0.750326,0.084,0.166667,0.016129,0.074415,0.27381,0.043651,0.380952,0.174603,0.126984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.099476,0.010471,0,0.173913,0.026087,0.483871,0,0.064516,0,0.043478,0.036649,0,0.010471,0.032258,0.005236,0.193548,0.234783,0.043478,0,0.008696,1,0.356784,0.090452,0.246231,0.231156,0.075377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.000801,0.114754,0.036829,0.002049,0.002049,0,0.084016,0.004098,0.012295,0.002049,0.832666,0.016393,0,0.047131,0.022541,0,0.004098,0.034836,0.002049,0,0.004098,0.007206,0.269576,0.120668,0.39923,0.101412,0.109114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003175,0.092628,0.002938,0.032902,0.02454,0.007362,0.564042,0.051282,0.053686,0.010576,0.085714,0.05,0,0.025,0.014745,0.002938,0.05,1,0.012926,0.05,0.008318,0.015123,0.272727,0.090909,0.309091,0.218182,0.109091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002994,0.333333,0.028571,0.142857,0.228571,0.011158,0.652491,0.333333,0.329545,0.011976,0.142857,0.215909,0.057143,0.00976,0.028571,0.011364,0.285714,1,0.085714,0.054348,0.01497,0.022727,0.259843,0.090551,0.42126,0.161417,0.066929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.025,0.591537,0.036829,0.029162,0.130814,0.075581,1,0.1,0.244,0.05,0.852273,0.333333,0.002907,0.067864,0.06986,0.010204,0.139535,0.435539,0.084,0.020049,0.055556,0.032,0.341969,0.082902,0.367876,0.11399,0.093264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.318433,0.005102,0.013605,1,0.171367,0.468085,0.024885,0.244898,0.011521,0.128,0.096313,0.021277,0.032,0.020408,0.008503,0.244681,0.335404,0.239437,0.010204,0.016129,0.057604,0.394834,0.070111,0.291513,0.118081,0.125461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.207547,0.000756,0.125,0.007968,0.003984,0.404494,0.044944,0.056604,0.011236,0.333333,0.038462,0,0.025641,0.037736,0.018868,0.2,1,0.022472,0.058824,0.038462,0.015123,0.299606,0.076216,0.387648,0.113009,0.123522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
